ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
8,"White Non-Hispanic",2016,"2016",38352,2277,"Ashe County, NC","05000US37009","ashe-county-nc"
8,"White Non-Hispanic",2016,"2016",36435,2482,"Avery County, NC","05000US37011","avery-county-nc"
8,"White Non-Hispanic",2016,"2016",50023,3391,"Beaufort County, NC","05000US37013","beaufort-county-nc"
8,"White Non-Hispanic",2016,"2016",46887,6249,"Bertie County, NC","05000US37015","bertie-county-nc"
8,"White Non-Hispanic",2016,"2016",39846,5626,"Bladen County, NC","05000US37017","bladen-county-nc"
8,"White Non-Hispanic",2016,"2016",52431,1447,"Brunswick County, NC","05000US37019","brunswick-county-nc"
8,"White Non-Hispanic",2016,"2016",49724,1103,"Buncombe County, NC","05000US37021","buncombe-county-nc"
8,"White Non-Hispanic",2016,"2016",41663,1987.9999999999998,"Burke County, NC","05000US37023","burke-county-nc"
8,"White Non-Hispanic",2016,"2016",63028,2171,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
8,"White Non-Hispanic",2016,"2016",38337,1891,"Caldwell County, NC","05000US37027","caldwell-county-nc"
8,"White Non-Hispanic",2016,"2016",65287,8650,"Camden County, NC","05000US37029","camden-county-nc"
8,"White Non-Hispanic",2016,"2016",52339,1390,"Carteret County, NC","05000US37031","carteret-county-nc"
8,"White Non-Hispanic",2016,"2016",41297,2159,"Caswell County, NC","05000US37033","caswell-county-nc"
8,"White Non-Hispanic",2016,"2016",49493,1393,"Catawba County, NC","05000US37035","catawba-county-nc"
8,"White Non-Hispanic",2016,"2016",66985,2734,"Chatham County, NC","05000US37037","chatham-county-nc"
8,"White Non-Hispanic",2016,"2016",35702,2064,"Cherokee County, NC","05000US37039","cherokee-county-nc"
8,"White Non-Hispanic",2016,"2016",49224,3792.9999999999995,"Chowan County, NC","05000US37041","chowan-county-nc"
8,"White Non-Hispanic",2016,"2016",36690,6314,"Clay County, NC","05000US37043","clay-county-nc"
8,"White Non-Hispanic",2016,"2016",43610,1941,"Cleveland County, NC","05000US37045","cleveland-county-nc"
8,"White Non-Hispanic",2016,"2016",42598,2469,"Columbus County, NC","05000US37047","columbus-county-nc"
8,"White Non-Hispanic",2016,"2016",54650,2316,"Craven County, NC","05000US37049","craven-county-nc"
8,"White Non-Hispanic",2016,"2016",50678,824,"Cumberland County, NC","05000US37051","cumberland-county-nc"
8,"White Non-Hispanic",2016,"2016",62419,6110,"Currituck County, NC","05000US37053","currituck-county-nc"
8,"White Non-Hispanic",2016,"2016",56198,1938,"Dare County, NC","05000US37055","dare-county-nc"
8,"White Non-Hispanic",2016,"2016",48291,1569,"Davidson County, NC","05000US37057","davidson-county-nc"
8,"White Non-Hispanic",2016,"2016",53892,2007,"Davie County, NC","05000US37059","davie-county-nc"
8,"White Non-Hispanic",2016,"2016",42641,3766,"Duplin County, NC","05000US37061","duplin-county-nc"
8,"White Non-Hispanic",2016,"2016",70494,1852,"Durham County, NC","05000US37063","durham-county-nc"
8,"White Non-Hispanic",2016,"2016",39861,4972,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
8,"White Non-Hispanic",2016,"2016",57273,1063,"Forsyth County, NC","05000US37067","forsyth-county-nc"
8,"White Non-Hispanic",2016,"2016",52294,2456,"Franklin County, NC","05000US37069","franklin-county-nc"
8,"White Non-Hispanic",2016,"2016",47719,1186,"Gaston County, NC","05000US37071","gaston-county-nc"
8,"White Non-Hispanic",2016,"2016",57143,6083,"Gates County, NC","05000US37073","gates-county-nc"
8,"White Non-Hispanic",2016,"2016",36122,5512,"Graham County, NC","05000US37075","graham-county-nc"
8,"White Non-Hispanic",2016,"2016",59420,4542,"Granville County, NC","05000US37077","granville-county-nc"
8,"White Non-Hispanic",2016,"2016",46540,5871,"Greene County, NC","05000US37079","greene-county-nc"
8,"White Non-Hispanic",2016,"2016",59624,1134,"Guilford County, NC","05000US37081","guilford-county-nc"
8,"White Non-Hispanic",2016,"2016",43517,3347,"Halifax County, NC","05000US37083","halifax-county-nc"
8,"White Non-Hispanic",2016,"2016",53182,1616,"Harnett County, NC","05000US37085","harnett-county-nc"
8,"White Non-Hispanic",2016,"2016",43589,3134,"Haywood County, NC","05000US37087","haywood-county-nc"
8,"White Non-Hispanic",2016,"2016",49821,1480,"Henderson County, NC","05000US37089","henderson-county-nc"
8,"White Non-Hispanic",2016,"2016",42917,5130,"Hertford County, NC","05000US37091","hertford-county-nc"
8,"White Non-Hispanic",2016,"2016",54578,4458,"Hoke County, NC","05000US37093","hoke-county-nc"
8,"White Non-Hispanic",2016,"2016",53654,27093.999999999996,"Hyde County, NC","05000US37095","hyde-county-nc"
8,"White Non-Hispanic",2016,"2016",57416,1355,"Iredell County, NC","05000US37097","iredell-county-nc"
8,"White Non-Hispanic",2016,"2016",42143,4140,"Jackson County, NC","05000US37099","jackson-county-nc"
8,"White Non-Hispanic",2016,"2016",57910,2434,"Johnston County, NC","05000US37101","johnston-county-nc"
8,"White Non-Hispanic",2016,"2016",44444,4998,"Jones County, NC","05000US37103","jones-county-nc"
8,"White Non-Hispanic",2016,"2016",55914,2612,"Lee County, NC","05000US37105","lee-county-nc"
8,"White Non-Hispanic",2016,"2016",45594,2810,"Lenoir County, NC","05000US37107","lenoir-county-nc"
8,"White Non-Hispanic",2016,"2016",51338,1510,"Lincoln County, NC","05000US37109","lincoln-county-nc"
8,"White Non-Hispanic",2016,"2016",38625,2012.9999999999998,"McDowell County, NC","05000US37111","mcdowell-county-nc"
8,"White Non-Hispanic",2016,"2016",40889,1761,"Macon County, NC","05000US37113","macon-county-nc"
8,"White Non-Hispanic",2016,"2016",40905,3110,"Madison County, NC","05000US37115","madison-county-nc"
8,"White Non-Hispanic",2016,"2016",42245,5012,"Martin County, NC","05000US37117","martin-county-nc"
8,"White Non-Hispanic",2016,"2016",77297,1063,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
8,"White Non-Hispanic",2016,"2016",40134,3184,"Mitchell County, NC","05000US37121","mitchell-county-nc"
8,"White Non-Hispanic",2016,"2016",44400,4101,"Montgomery County, NC","05000US37123","montgomery-county-nc"
8,"White Non-Hispanic",2016,"2016",57746,2373,"Moore County, NC","05000US37125","moore-county-nc"
8,"White Non-Hispanic",2016,"2016",53059,2856,"Nash County, NC","05000US37127","nash-county-nc"
8,"White Non-Hispanic",2016,"2016",56055,1573,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
8,"White Non-Hispanic",2016,"2016",46881,4123,"Northampton County, NC","05000US37131","northampton-county-nc"
8,"White Non-Hispanic",2016,"2016",49609,1276,"Onslow County, NC","05000US37133","onslow-county-nc"
8,"White Non-Hispanic",2016,"2016",67166,3123,"Orange County, NC","05000US37135","orange-county-nc"
8,"White Non-Hispanic",2016,"2016",51672,5433,"Pamlico County, NC","05000US37137","pamlico-county-nc"
8,"White Non-Hispanic",2016,"2016",53593,3745,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
8,"White Non-Hispanic",2016,"2016",52602,3696,"Pender County, NC","05000US37141","pender-county-nc"
8,"White Non-Hispanic",2016,"2016",47670,4912,"Perquimans County, NC","05000US37143","perquimans-county-nc"
8,"White Non-Hispanic",2016,"2016",48009,2955,"Person County, NC","05000US37145","person-county-nc"
8,"White Non-Hispanic",2016,"2016",52440,1763.0000000000002,"Pitt County, NC","05000US37147","pitt-county-nc"
8,"White Non-Hispanic",2016,"2016",49792,2587,"Polk County, NC","05000US37149","polk-county-nc"
8,"White Non-Hispanic",2016,"2016",45623,1939,"Randolph County, NC","05000US37151","randolph-county-nc"
8,"White Non-Hispanic",2016,"2016",40903,2446,"Richmond County, NC","05000US37153","richmond-county-nc"
8,"White Non-Hispanic",2016,"2016",39839,2104,"Robeson County, NC","05000US37155","robeson-county-nc"
8,"White Non-Hispanic",2016,"2016",43316,1551,"Rockingham County, NC","05000US37157","rockingham-county-nc"
8,"White Non-Hispanic",2016,"2016",48764,1345,"Rowan County, NC","05000US37159","rowan-county-nc"
8,"White Non-Hispanic",2016,"2016",37621,2170,"Rutherford County, NC","05000US37161","rutherford-county-nc"
8,"White Non-Hispanic",2016,"2016",43445,3465.0000000000005,"Sampson County, NC","05000US37163","sampson-county-nc"
8,"White Non-Hispanic",2016,"2016",42264,3823,"Scotland County, NC","05000US37165","scotland-county-nc"
8,"White Non-Hispanic",2016,"2016",46766,2454,"Stanly County, NC","05000US37167","stanly-county-nc"
8,"White Non-Hispanic",2016,"2016",42722,1830,"Stokes County, NC","05000US37169","stokes-county-nc"
8,"White Non-Hispanic",2016,"2016",38632,1314,"Surry County, NC","05000US37171","surry-county-nc"
8,"White Non-Hispanic",2016,"2016",33813,2847,"Swain County, NC","05000US37173","swain-county-nc"
8,"White Non-Hispanic",2016,"2016",45692,3185,"Transylvania County, NC","05000US37175","transylvania-county-nc"
8,"White Non-Hispanic",2016,"2016",35558,3964,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
8,"White Non-Hispanic",2016,"2016",73064,1733,"Union County, NC","05000US37179","union-county-nc"
8,"White Non-Hispanic",2016,"2016",42729,5281,"Vance County, NC","05000US37181","vance-county-nc"
8,"White Non-Hispanic",2016,"2016",82206,1115,"Wake County, NC","05000US37183","wake-county-nc"
8,"White Non-Hispanic",2016,"2016",45263,4024,"Warren County, NC","05000US37185","warren-county-nc"
8,"White Non-Hispanic",2016,"2016",43411,6037,"Washington County, NC","05000US37187","washington-county-nc"
8,"White Non-Hispanic",2016,"2016",40208,1862.0000000000002,"Watauga County, NC","05000US37189","watauga-county-nc"
8,"White Non-Hispanic",2016,"2016",51891,1854.0000000000002,"Wayne County, NC","05000US37191","wayne-county-nc"
8,"White Non-Hispanic",2016,"2016",35448,2154,"Wilkes County, NC","05000US37193","wilkes-county-nc"
8,"White Non-Hispanic",2016,"2016",53155,2896,"Wilson County, NC","05000US37195","wilson-county-nc"
8,"White Non-Hispanic",2016,"2016",39702,3583,"Yadkin County, NC","05000US37197","yadkin-county-nc"
8,"White Non-Hispanic",2016,"2016",38111,2696,"Yancey County, NC","05000US37199","yancey-county-nc"
9,"Hispanic",2016,"2016",33759,3742.9999999999995,"Alamance County, NC","05000US37001","alamance-county-nc"
9,"Hispanic",2016,"2016",31399,16572,"Alexander County, NC","05000US37003","alexander-county-nc"
9,"Hispanic",2016,"2016",18997,1883.9999999999998,"Alleghany County, NC","05000US37005","alleghany-county-nc"
9,"Hispanic",2016,"2016",28750,12109,"Anson County, NC","05000US37007","anson-county-nc"
9,"Hispanic",2016,"2016",26039,10141,"Ashe County, NC","05000US37009","ashe-county-nc"
9,"Hispanic",2016,"2016",19403,7567,"Avery County, NC","05000US37011","avery-county-nc"
9,"Hispanic",2016,"2016",26140,5892,"Beaufort County, NC","05000US37013","beaufort-county-nc"
9,"Hispanic",2016,"2016",30957,3297,"Bertie County, NC","05000US37015","bertie-county-nc"
9,"Hispanic",2016,"2016",36852,13463,"Brunswick County, NC","05000US37019","brunswick-county-nc"
9,"Hispanic",2016,"2016",25776,3907,"Buncombe County, NC","05000US37021","buncombe-county-nc"
9,"Hispanic",2016,"2016",22368,2923,"Burke County, NC","05000US37023","burke-county-nc"
9,"Hispanic",2016,"2016",40962,4464,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
9,"Hispanic",2016,"2016",30881,9581,"Caldwell County, NC","05000US37027","caldwell-county-nc"
9,"Hispanic",2016,"2016",69300,21339,"Camden County, NC","05000US37029","camden-county-nc"
9,"Hispanic",2016,"2016",31883,10294,"Carteret County, NC","05000US37031","carteret-county-nc"
9,"Hispanic",2016,"2016",30329,13036,"Caswell County, NC","05000US37033","caswell-county-nc"
9,"Hispanic",2016,"2016",27351,3807,"Catawba County, NC","05000US37035","catawba-county-nc"
9,"Hispanic",2016,"2016",40000,10483,"Chatham County, NC","05000US37037","chatham-county-nc"
9,"Hispanic",2016,"2016",42292,12834,"Cleveland County, NC","05000US37045","cleveland-county-nc"
9,"Hispanic",2016,"2016",33690,3831,"Columbus County, NC","05000US37047","columbus-county-nc"
9,"Hispanic",2016,"2016",39615,3154,"Craven County, NC","05000US37049","craven-county-nc"
9,"Hispanic",2016,"2016",40413,2637,"Cumberland County, NC","05000US37051","cumberland-county-nc"
9,"Hispanic",2016,"2016",60324,39793,"Currituck County, NC","05000US37053","currituck-county-nc"
9,"Hispanic",2016,"2016",37435,2562,"Dare County, NC","05000US37055","dare-county-nc"
9,"Hispanic",2016,"2016",35313,4286,"Davidson County, NC","05000US37057","davidson-county-nc"
9,"Hispanic",2016,"2016",41420,8060,"Davie County, NC","05000US37059","davie-county-nc"
9,"Hispanic",2016,"2016",29092,2837,"Duplin County, NC","05000US37061","duplin-county-nc"
9,"Hispanic",2016,"2016",41512,1453,"Durham County, NC","05000US37063","durham-county-nc"
9,"Hispanic",2016,"2016",27804,4503,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
9,"Hispanic",2016,"2016",29269,2740,"Forsyth County, NC","05000US37067","forsyth-county-nc"
9,"Hispanic",2016,"2016",30403,5621,"Franklin County, NC","05000US37069","franklin-county-nc"
9,"Hispanic",2016,"2016",32804,3964,"Gaston County, NC","05000US37071","gaston-county-nc"
9,"Hispanic",2016,"2016",23854,22508,"Graham County, NC","05000US37075","graham-county-nc"
9,"Hispanic",2016,"2016",38509,5888,"Granville County, NC","05000US37077","granville-county-nc"
9,"Hispanic",2016,"2016",25481,4179,"Greene County, NC","05000US37079","greene-county-nc"
9,"Hispanic",2016,"2016",35167,2998,"Guilford County, NC","05000US37081","guilford-county-nc"
9,"Hispanic",2016,"2016",70268,47210,"Halifax County, NC","05000US37083","halifax-county-nc"
9,"Hispanic",2016,"2016",36700,5967,"Harnett County, NC","05000US37085","harnett-county-nc"
9,"Hispanic",2016,"2016",32250,10440,"Haywood County, NC","05000US37087","haywood-county-nc"
9,"Hispanic",2016,"2016",27359,3889,"Henderson County, NC","05000US37089","henderson-county-nc"
9,"Hispanic",2016,"2016",31136,22588,"Hertford County, NC","05000US37091","hertford-county-nc"
9,"Hispanic",2016,"2016",37566,7966.999999999999,"Hoke County, NC","05000US37093","hoke-county-nc"
9,"Hispanic",2016,"2016",36080,3838,"Iredell County, NC","05000US37097","iredell-county-nc"
9,"Hispanic",2016,"2016",20313,5343,"Jackson County, NC","05000US37099","jackson-county-nc"
9,"Hispanic",2016,"2016",34769,4980,"Johnston County, NC","05000US37101","johnston-county-nc"
9,"Hispanic",2016,"2016",33007,4030,"Lee County, NC","05000US37105","lee-county-nc"
9,"Hispanic",2016,"2016",26016,3408,"Lenoir County, NC","05000US37107","lenoir-county-nc"
9,"Hispanic",2016,"2016",38116,7872.000000000001,"Lincoln County, NC","05000US37109","lincoln-county-nc"
9,"Hispanic",2016,"2016",37938,3754.0000000000005,"McDowell County, NC","05000US37111","mcdowell-county-nc"
9,"Hispanic",2016,"2016",31030,3919.9999999999995,"Macon County, NC","05000US37113","macon-county-nc"
9,"Hispanic",2016,"2016",23125,13858,"Madison County, NC","05000US37115","madison-county-nc"
9,"Hispanic",2016,"2016",30208,6657,"Martin County, NC","05000US37117","martin-county-nc"
9,"Hispanic",2016,"2016",40348,1490,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
9,"Hispanic",2016,"2016",23553,17275,"Mitchell County, NC","05000US37121","mitchell-county-nc"
9,"Hispanic",2016,"2016",32611,2821,"Montgomery County, NC","05000US37123","montgomery-county-nc"
9,"Hispanic",2016,"2016",33514,5785,"Moore County, NC","05000US37125","moore-county-nc"
9,"Hispanic",2016,"2016",40238,12145,"Nash County, NC","05000US37127","nash-county-nc"
9,"Hispanic",2016,"2016",31453,4768,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
9,"Hispanic",2016,"2016",19375,19171,"Northampton County, NC","05000US37131","northampton-county-nc"
9,"Hispanic",2016,"2016",38159,4157,"Onslow County, NC","05000US37133","onslow-county-nc"
9,"Hispanic",2016,"2016",43823,3203,"Orange County, NC","05000US37135","orange-county-nc"
9,"Hispanic",2016,"2016",44167,14219.000000000002,"Pamlico County, NC","05000US37137","pamlico-county-nc"
9,"Hispanic",2016,"2016",31310,11572,"Pender County, NC","05000US37141","pender-county-nc"
9,"Hispanic",2016,"2016",33182,22265,"Perquimans County, NC","05000US37143","perquimans-county-nc"
9,"Hispanic",2016,"2016",31310,5804,"Pitt County, NC","05000US37147","pitt-county-nc"
9,"Hispanic",2016,"2016",41538,17768,"Polk County, NC","05000US37149","polk-county-nc"
9,"Hispanic",2016,"2016",33678,3092,"Randolph County, NC","05000US37151","randolph-county-nc"
9,"Hispanic",2016,"2016",25545,5146,"Richmond County, NC","05000US37153","richmond-county-nc"
9,"Hispanic",2016,"2016",30325,2764,"Robeson County, NC","05000US37155","robeson-county-nc"
9,"Hispanic",2016,"2016",29385,12494,"Rockingham County, NC","05000US37157","rockingham-county-nc"
9,"Hispanic",2016,"2016",35805,5623,"Rowan County, NC","05000US37159","rowan-county-nc"
9,"Hispanic",2016,"2016",35083,17014,"Rutherford County, NC","05000US37161","rutherford-county-nc"
9,"Hispanic",2016,"2016",34416,2279,"Sampson County, NC","05000US37163","sampson-county-nc"
9,"Hispanic",2016,"2016",50962,13850.000000000002,"Scotland County, NC","05000US37165","scotland-county-nc"
9,"Hispanic",2016,"2016",27327,10540,"Stanly County, NC","05000US37167","stanly-county-nc"
9,"Hispanic",2016,"2016",32917,17717,"Stokes County, NC","05000US37169","stokes-county-nc"
9,"Hispanic",2016,"2016",33680,2015,"Surry County, NC","05000US37171","surry-county-nc"
9,"Hispanic",2016,"2016",35750,14600,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
9,"Hispanic",2016,"2016",46161,4506,"Union County, NC","05000US37179","union-county-nc"
9,"Hispanic",2016,"2016",25856,10753,"Vance County, NC","05000US37181","vance-county-nc"
9,"Hispanic",2016,"2016",43777,2525,"Wake County, NC","05000US37183","wake-county-nc"
9,"Hispanic",2016,"2016",31875,4199,"Warren County, NC","05000US37185","warren-county-nc"
9,"Hispanic",2016,"2016",37775,6183,"Washington County, NC","05000US37187","washington-county-nc"
9,"Hispanic",2016,"2016",28947,24447,"Watauga County, NC","05000US37189","watauga-county-nc"
9,"Hispanic",2016,"2016",26526,1949,"Wayne County, NC","05000US37191","wayne-county-nc"
9,"Hispanic",2016,"2016",30212,6657,"Wilkes County, NC","05000US37193","wilkes-county-nc"
9,"Hispanic",2016,"2016",33183,5285,"Wilson County, NC","05000US37195","wilson-county-nc"
9,"Hispanic",2016,"2016",38144,8979,"Yadkin County, NC","05000US37197","yadkin-county-nc"
9,"Hispanic",2016,"2016",18018,6381,"Yancey County, NC","05000US37199","yancey-county-nc"
0,"Total",2015,"2015",41814,1165,"Alamance County, NC","05000US37001","alamance-county-nc"
0,"Total",2015,"2015",39365,2873,"Alexander County, NC","05000US37003","alexander-county-nc"
0,"Total",2015,"2015",36968,3199,"Alleghany County, NC","05000US37005","alleghany-county-nc"
0,"Total",2015,"2015",33228,2590,"Anson County, NC","05000US37007","anson-county-nc"
0,"Total",2015,"2015",36267,1102,"Ashe County, NC","05000US37009","ashe-county-nc"
0,"Total",2015,"2015",37777,2921,"Avery County, NC","05000US37011","avery-county-nc"
0,"Total",2015,"2015",40391,1538,"Beaufort County, NC","05000US37013","beaufort-county-nc"
0,"Total",2015,"2015",30027,1903,"Bertie County, NC","05000US37015","bertie-county-nc"
0,"Total",2015,"2015",30096,2158,"Bladen County, NC","05000US37017","bladen-county-nc"
0,"Total",2015,"2015",46859,1715.0000000000002,"Brunswick County, NC","05000US37019","brunswick-county-nc"
0,"Total",2015,"2015",45167,1056,"Buncombe County, NC","05000US37021","buncombe-county-nc"
0,"Total",2015,"2015",39360,1483,"Burke County, NC","05000US37023","burke-county-nc"
0,"Total",2015,"2015",54720,1592,"Cabarrus County, NC","05000US37025","cabarrus-county-nc"
0,"Total",2015,"2015",35763,1123,"Caldwell County, NC","05000US37027","caldwell-county-nc"
0,"Total",2015,"2015",58780,6671,"Camden County, NC","05000US37029","camden-county-nc"
0,"Total",2015,"2015",48457,1644,"Carteret County, NC","05000US37031","carteret-county-nc"
0,"Total",2015,"2015",37869,2560,"Caswell County, NC","05000US37033","caswell-county-nc"
0,"Total",2015,"2015",44376,1522,"Catawba County, NC","05000US37035","catawba-county-nc"
0,"Total",2015,"2015",56642,1979,"Chatham County, NC","05000US37037","chatham-county-nc"
0,"Total",2015,"2015",34662,2096,"Cherokee County, NC","05000US37039","cherokee-county-nc"
0,"Total",2015,"2015",38759,5518,"Chowan County, NC","05000US37041","chowan-county-nc"
0,"Total",2015,"2015",37076,7525,"Clay County, NC","05000US37043","clay-county-nc"
0,"Total",2015,"2015",39453,1628,"Cleveland County, NC","05000US37045","cleveland-county-nc"
0,"Total",2015,"2015",34949,1720.0000000000002,"Columbus County, NC","05000US37047","columbus-county-nc"
0,"Total",2015,"2015",47985,1451,"Craven County, NC","05000US37049","craven-county-nc"
0,"Total",2015,"2015",44171,855.0000000000001,"Cumberland County, NC","05000US37051","cumberland-county-nc"
0,"Total",2015,"2015",60600,4375,"Currituck County, NC","05000US37053","currituck-county-nc"
0,"Total",2015,"2015",54496,2385,"Dare County, NC","05000US37055","dare-county-nc"
0,"Total",2015,"2015",43363,1435,"Davidson County, NC","05000US37057","davidson-county-nc"
0,"Total",2015,"2015",51527,3109,"Davie County, NC","05000US37059","davie-county-nc"
0,"Total",2015,"2015",35035,1752,"Duplin County, NC","05000US37061","duplin-county-nc"
0,"Total",2015,"2015",52503,1146,"Durham County, NC","05000US37063","durham-county-nc"
0,"Total",2015,"2015",32659,1473,"Edgecombe County, NC","05000US37065","edgecombe-county-nc"
0,"Total",2015,"2015",45471,1126,"Forsyth County, NC","05000US37067","forsyth-county-nc"
0,"Total",2015,"2015",42685,2699,"Franklin County, NC","05000US37069","franklin-county-nc"
0,"Total",2015,"2015",42429,835,"Gaston County, NC","05000US37071","gaston-county-nc"
0,"Total",2015,"2015",49258,3565.9999999999995,"Gates County, NC","05000US37073","gates-county-nc"
0,"Total",2015,"2015",34805,4046,"Graham County, NC","05000US37075","graham-county-nc"
0,"Total",2015,"2015",50225,1785,"Granville County, NC","05000US37077","granville-county-nc"
0,"Total",2015,"2015",35777,2404,"Greene County, NC","05000US37079","greene-county-nc"
0,"Total",2015,"2015",45651,746,"Guilford County, NC","05000US37081","guilford-county-nc"
0,"Total",2015,"2015",32245,1409,"Halifax County, NC","05000US37083","halifax-county-nc"
0,"Total",2015,"2015",46353,1858,"Harnett County, NC","05000US37085","harnett-county-nc"
0,"Total",2015,"2015",42257,2471,"Haywood County, NC","05000US37087","haywood-county-nc"
0,"Total",2015,"2015",46448,1969,"Henderson County, NC","05000US37089","henderson-county-nc"
0,"Total",2015,"2015",33008,2616,"Hertford County, NC","05000US37091","hertford-county-nc"
0,"Total",2015,"2015",41542,2174,"Hoke County, NC","05000US37093","hoke-county-nc"
0,"Total",2015,"2015",42897,6334,"Hyde County, NC","05000US37095","hyde-county-nc"
0,"Total",2015,"2015",52306,1352,"Iredell County, NC","05000US37097","iredell-county-nc"
0,"Total",2015,"2015",38015,2394,"Jackson County, NC","05000US37099","jackson-county-nc"
0,"Total",2015,"2015",50512,1625,"Johnston County, NC","05000US37101","johnston-county-nc"
0,"Total",2015,"2015",34005,4347,"Jones County, NC","05000US37103","jones-county-nc"
0,"Total",2015,"2015",45608,2017.9999999999998,"Lee County, NC","05000US37105","lee-county-nc"
0,"Total",2015,"2015",34717,1371,"Lenoir County, NC","05000US37107","lenoir-county-nc"
0,"Total",2015,"2015",49215,2020,"Lincoln County, NC","05000US37109","lincoln-county-nc"
0,"Total",2015,"2015",35965,2343,"McDowell County, NC","05000US37111","mcdowell-county-nc"
0,"Total",2015,"2015",39133,1825.9999999999998,"Macon County, NC","05000US37113","macon-county-nc"
0,"Total",2015,"2015",37904,3017,"Madison County, NC","05000US37115","madison-county-nc"
0,"Total",2015,"2015",35080,2329,"Martin County, NC","05000US37117","martin-county-nc"
0,"Total",2015,"2015",56854,639,"Mecklenburg County, NC","05000US37119","mecklenburg-county-nc"
0,"Total",2015,"2015",37391,3392,"Mitchell County, NC","05000US37121","mitchell-county-nc"
0,"Total",2015,"2015",32500,2020,"Montgomery County, NC","05000US37123","montgomery-county-nc"
0,"Total",2015,"2015",50998,1230,"Moore County, NC","05000US37125","moore-county-nc"
0,"Total",2015,"2015",42713,1878,"Nash County, NC","05000US37127","nash-county-nc"
0,"Total",2015,"2015",50088,1305,"New Hanover County, NC","05000US37129","new-hanover-county-nc"
0,"Total",2015,"2015",30429,1834.0000000000002,"Northampton County, NC","05000US37131","northampton-county-nc"
0,"Total",2015,"2015",46335,1705.0000000000002,"Onslow County, NC","05000US37133","onslow-county-nc"
0,"Total",2015,"2015",59290,2621,"Orange County, NC","05000US37135","orange-county-nc"
0,"Total",2015,"2015",43444,2113,"Pamlico County, NC","05000US37137","pamlico-county-nc"
0,"Total",2015,"2015",45378,2311,"Pasquotank County, NC","05000US37139","pasquotank-county-nc"
0,"Total",2015,"2015",44828,3772.9999999999995,"Pender County, NC","05000US37141","pender-county-nc"
0,"Total",2015,"2015",44329,5605,"Perquimans County, NC","05000US37143","perquimans-county-nc"
0,"Total",2015,"2015",42105,1790,"Person County, NC","05000US37145","person-county-nc"
0,"Total",2015,"2015",41119,1089,"Pitt County, NC","05000US37147","pitt-county-nc"
0,"Total",2015,"2015",46528,2697,"Polk County, NC","05000US37149","polk-county-nc"
0,"Total",2015,"2015",41947,1067,"Randolph County, NC","05000US37151","randolph-county-nc"
0,"Total",2015,"2015",32687,1591,"Richmond County, NC","05000US37153","richmond-county-nc"
0,"Total",2015,"2015",30608,912.9999999999999,"Robeson County, NC","05000US37155","robeson-county-nc"
0,"Total",2015,"2015",38126,1466,"Rockingham County, NC","05000US37157","rockingham-county-nc"
0,"Total",2015,"2015",43069,1264,"Rowan County, NC","05000US37159","rowan-county-nc"
0,"Total",2015,"2015",35630,1634,"Rutherford County, NC","05000US37161","rutherford-county-nc"
0,"Total",2015,"2015",35490,2096,"Sampson County, NC","05000US37163","sampson-county-nc"
0,"Total",2015,"2015",30958,1678,"Scotland County, NC","05000US37165","scotland-county-nc"
0,"Total",2015,"2015",40910,1655,"Stanly County, NC","05000US37167","stanly-county-nc"
0,"Total",2015,"2015",40696,1878.9999999999998,"Stokes County, NC","05000US37169","stokes-county-nc"
0,"Total",2015,"2015",36164,1126,"Surry County, NC","05000US37171","surry-county-nc"
0,"Total",2015,"2015",33931,3847,"Swain County, NC","05000US37173","swain-county-nc"
0,"Total",2015,"2015",45114,3813.9999999999995,"Transylvania County, NC","05000US37175","transylvania-county-nc"
0,"Total",2015,"2015",32361,3395.0000000000005,"Tyrrell County, NC","05000US37177","tyrrell-county-nc"
0,"Total",2015,"2015",65903,1399,"Union County, NC","05000US37179","union-county-nc"
0,"Total",2015,"2015",33316,1974,"Vance County, NC","05000US37181","vance-county-nc"
0,"Total",2015,"2015",67309,865.9999999999999,"Wake County, NC","05000US37183","wake-county-nc"
0,"Total",2015,"2015",34254,2642,"Warren County, NC","05000US37185","warren-county-nc"
0,"Total",2015,"2015",34538,3933,"Washington County, NC","05000US37187","washington-county-nc"
0,"Total",2015,"2015",37656,1863.9999999999998,"Watauga County, NC","05000US37189","watauga-county-nc"
0,"Total",2015,"2015",40390,1311,"Wayne County, NC","05000US37191","wayne-county-nc"
0,"Total",2015,"2015",33232,1812,"Wilkes County, NC","05000US37193","wilkes-county-nc"
0,"Total",2015,"2015",39847,1255,"Wilson County, NC","05000US37195","wilson-county-nc"
0,"Total",2015,"2015",37796,2335,"Yadkin County, NC","05000US37197","yadkin-county-nc"
0,"Total",2015,"2015",37484,3283,"Yancey County, NC","05000US37199","yancey-county-nc"
